0	616	3584	1472	32	32
1	616	3584	1504	32	32
2	616	3584	1536	32	32
3	616	3584	1568	32	32
4	616	3616	1568	32	32
5	616	3680	1568	32	32
6	616	3712	1568	32	32
7	616	3744	1568	32	32
8	616	3776	1568	32	32
9	616	3808	1568	32	32
10	616	3840	1568	32	32
11	616	3872	1568	32	32
12	616	3648	1568	32	32
13	616	3904	1568	32	32
14	616	3936	1568	32	32
15	616	3968	1568	32	32
16	616	4000	1568	32	32
17	616	4032	1536	32	32
18	616	4032	1504	32	32
19	616	4032	1472	32	32
20	616	4032	1440	32	32
21	616	3936	1440	32	32
22	616	3968	1440	32	32
23	616	4000	1440	32	32
24	616	4064	1408	32	32
25	616	4064	1376	32	32
26	616	4032	1344	32	32
27	616	4032	1312	32	32
28	616	4032	1280	32	32
29	616	4032	1248	32	32
30	616	3872	1376	32	32
31	616	3840	1376	32	32
32	616	3808	1376	32	32
33	616	3776	1376	32	32
34	616	3744	1376	32	32
35	616	3712	1376	32	32
36	616	3680	1376	32	32
37	616	3648	1376	32	32
38	616	3616	1344	32	32
39	616	3584	1312	32	32
40	616	3584	1280	32	32
41	616	3584	1248	32	32
42	616	3616	1408	32	32
43	616	3616	1440	32	32
44	203	3664	1264	32	32
45	208	3712	1312	32	64
46	617	3808	1536	32	32
47	617	3840	1504	32	32
48	617	3872	1472	32	32
49	617	3744	1344	32	32
50	617	3776	1312	32	32
51	617	3808	1280	32	32
52	617	3840	1248	32	32
53	606	3728	1440	16	32
54	620	3952	1472	16	32
55	629	4032	1376	32	32
56	630	4032	1408	32	32
57	617	3840	1184	32	32
58	617	3872	1152	32	32
59	617	3904	1120	32	32
60	617	3936	1088	32	32
61	618	3968	1056	32	32
62	616	4000	1056	32	32
63	616	4032	1088	32	32
64	616	4032	1120	32	32
65	616	4032	1152	32	32
66	616	4032	1184	32	32
67	616	4032	1024	32	32
68	616	4032	992	32	32
69	616	4032	960	32	32
70	616	4032	928	32	32
71	616	4032	896	32	32
72	616	4032	864	32	32
73	616	3936	992	32	32
74	616	3904	992	32	32
75	616	3872	992	32	32
76	616	3840	992	32	32
77	616	3808	992	32	32
78	616	3776	1024	32	32
79	616	3776	1056	32	32
80	616	3776	1088	32	32
81	616	3744	1120	32	32
82	616	3712	1120	32	32
83	616	3680	1056	32	32
84	616	3648	1056	32	32
85	616	3616	992	32	32
86	616	3584	992	32	32
87	616	3552	992	32	32
88	616	3520	992	32	32
89	616	3488	992	32	32
90	616	3456	992	32	32
91	616	3360	992	32	32
92	616	3328	992	32	32
93	616	3296	992	32	32
94	616	3264	992	32	32
95	616	3232	1056	32	32
96	616	3200	1056	32	32
97	616	3104	992	32	32
98	616	3072	992	32	32
99	616	3072	864	32	32
100	600	3991	869	16	32
101	600	3865	869	16	32
102	600	3736	869	16	32
103	600	3479	867	16	32
104	600	3224	866	16	32
105	624	3352	865	16	32
106	203	3664	880	32	32
107	208	3712	1056	32	64
108	208	3328	928	32	64
109	615	3168	992	64	16
110	659	3084	896	44	96
111	616	3040	992	32	32
112	616	3008	992	32	32
113	616	2976	992	32	32
114	616	2944	992	32	32
115	616	2912	992	32	32
116	616	2880	992	32	32
117	616	2848	992	32	32
118	616	2816	992	32	32
119	616	2784	992	32	32
120	616	2752	992	32	32
121	616	2720	992	32	32
122	616	2688	992	32	32
123	616	2656	992	32	32
124	616	2624	992	32	32
125	616	2592	992	32	32
126	616	2560	992	32	32
127	616	2528	992	32	32
128	616	2496	992	32	32
129	616	2464	992	32	32
130	616	2432	992	32	32
131	616	2400	992	32	32
132	616	2368	992	32	32
133	616	2336	992	32	32
134	616	2304	992	32	32
135	616	2272	992	32	32
136	616	2240	992	32	32
137	616	2208	992	32	32
138	616	2176	992	32	32
139	616	2144	928	32	32
140	616	2112	928	32	32
141	616	2080	992	32	32
142	616	2048	992	32	32
143	616	2016	992	32	32
144	616	1984	992	32	32
145	616	1952	992	32	32
146	616	1920	992	32	32
147	616	1888	992	32	32
148	616	1856	992	32	32
149	616	1824	992	32	32
150	616	1792	992	32	32
151	616	1760	992	32	32
152	616	1728	992	32	32
153	616	1696	992	32	32
154	616	1664	992	32	32
155	616	1632	992	32	32
156	616	1600	992	32	32
157	616	1568	960	32	32
158	616	1600	928	32	32
159	616	1632	928	32	32
160	616	1568	896	32	32
161	616	1568	864	32	32
162	208	1984	928	32	64
163	600	2969	866	16	32
164	600	2838	867	16	32
165	600	2710	870	16	32
166	600	2583	869	16	32
167	600	2330	866	16	32
