0	616	1472	1024	32	32
1	616	1504	1024	32	32
2	616	1504	1056	32	32
3	616	1504	1088	32	32
4	616	1504	1120	32	32
5	616	1472	1152	32	32
6	616	1440	1152	32	32
7	616	1408	1152	32	32
8	616	1376	1152	32	32
9	616	1344	1152	32	32
10	616	1312	1184	32	32
11	616	1280	1184	32	32
12	616	1248	1184	32	32
13	616	1216	1184	32	32
14	616	1184	1184	32	32
15	616	1152	1184	32	32
16	616	1120	1184	32	32
17	616	1088	1184	32	32
18	616	1056	1184	32	32
19	616	1024	1184	32	32
20	616	992	1184	32	32
21	616	960	1184	32	32
22	616	928	1184	32	32
23	616	896	1184	32	32
24	616	864	1184	32	32
25	616	832	1184	32	32
26	616	800	1184	32	32
27	616	768	1184	32	32
28	616	736	1184	32	32
29	616	704	1184	32	32
30	616	672	1184	32	32
31	616	640	1184	32	32
32	616	608	1184	32	32
33	616	832	1088	32	32
34	616	864	1088	32	32
35	624	1456	1088	16	32
36	600	1344	1120	16	32
37	600	1200	1120	16	32
38	600	944	1120	16	32
39	600	816	1120	16	32
40	608	1072	1120	16	32
41	210	1296	1120	28	28
42	212	848	1053	32	35
43	616	608	1088	32	32
44	626	576	1088	32	32
45	600	688	1120	16	32
46	600	560	1120	16	32
47	600	432	1120	16	32
48	616	576	1184	32	32
49	616	544	1184	32	32
50	616	512	1184	32	32
51	616	480	1184	32	32
52	616	448	1184	32	32
53	616	416	1184	32	32
54	616	384	1184	32	32
55	616	352	1184	32	32
56	616	320	1184	32	32
57	616	288	1184	32	32
58	616	256	1184	32	32
59	616	224	1152	32	32
60	616	192	1152	32	32
61	616	160	1152	32	32
62	616	128	1152	32	32
63	616	96	1088	32	32
64	616	64	1088	32	32
65	616	32	1056	32	32
66	616	32	1024	32	32
67	616	32	992	32	32
68	616	32	960	32	32
69	616	32	928	32	32
70	616	32	896	32	32
71	616	32	864	32	32
72	616	192	1024	32	32
73	616	224	1024	32	32
74	616	256	1024	32	32
75	616	288	1024	32	32
76	616	320	1024	32	32
77	616	352	1024	32	32
78	212	594	1052	32	35
79	212	338	986	32	35
80	620	314	960	16	32
81	209	64	1020	36	64
82	612	288	992	32	32
83	612	256	960	32	32
84	612	224	928	32	32
85	612	192	896	32	32
86	612	160	864	32	32
87	612	160	800	32	32
88	613	128	768	32	32
89	616	160	768	32	32
90	616	96	768	32	32
91	616	64	768	32	32
92	616	32	736	32	32
93	616	32	704	32	32
94	616	32	672	32	32
95	616	32	640	32	32
96	616	32	608	32	32
97	616	32	576	32	32
98	616	32	544	32	32
99	616	32	512	32	32
100	616	32	480	32	32
101	616	256	640	32	32
102	616	288	640	32	32
103	616	256	672	32	32
104	616	288	672	32	32
105	616	320	768	32	32
106	616	352	768	32	32
107	616	384	768	32	32
108	616	416	768	32	32
109	616	448	768	32	32
110	616	480	768	32	32
111	616	512	768	32	32
112	616	544	768	32	32
113	616	576	768	32	32
114	616	608	768	32	32
115	616	448	640	32	32
116	616	480	640	32	32
117	616	704	768	32	32
118	616	736	768	32	32
119	616	832	704	32	32
120	616	864	704	32	32
121	616	896	768	32	32
122	616	928	768	32	32
123	616	960	672	32	32
124	616	992	672	32	32
125	616	1120	640	32	32
126	616	1088	640	32	32
127	617	128	736	32	32
128	617	160	704	32	32
129	617	192	672	32	32
130	617	224	640	32	32
131	617	768	736	32	32
132	617	800	704	32	32
133	617	896	608	32	32
134	617	928	576	32	32
135	620	320	576	16	32
136	210	196	576	28	28
137	600	448	704	16	32
138	600	576	704	16	32
139	600	688	704	16	32
140	209	720	704	36	64
141	211	542	512	34	32
142	211	830	608	34	32
143	600	832	640	16	32
144	211	960	544	34	32
145	600	944	736	16	32
146	600	1072	736	16	32
147	616	960	800	32	32
148	616	992	800	32	32
149	616	1024	800	32	32
150	616	1056	800	32	32
151	616	1216	768	32	32
152	616	1248	768	32	32
153	616	1280	768	32	32
154	616	1312	768	32	32
155	616	1344	736	32	32
156	616	1376	736	32	32
157	616	1408	672	32	32
158	616	1440	672	32	32
159	616	1472	576	32	32
160	616	1504	576	32	32
161	616	1472	544	32	32
162	612	1152	640	32	32
163	612	1184	672	32	32
164	612	1216	704	32	32
165	612	1248	736	32	32
166	209	1280	704	36	64
167	605	1200	704	16	32
168	600	1344	704	16	32
169	625	1456	608	16	32
170	659	1500	609	44	96
171	616	1472	704	32	32
172	616	1504	704	32	32
173	616	1472	736	32	32
174	616	1536	704	32	32
175	616	1568	704	32	32
176	616	1600	704	32	32
177	616	1632	704	32	32
178	616	1664	704	32	32
179	616	1696	704	32	32
180	616	1728	704	32	32
181	616	1760	704	32	32
182	616	1792	704	32	32
183	616	1824	704	32	32
184	211	1022	766	34	32
185	616	1600	512	32	32
186	616	1632	512	32	32
187	616	1856	704	32	32
188	616	1888	704	32	32
189	616	1920	704	32	32
190	616	1952	704	32	32
191	616	1984	704	32	32
192	616	2016	704	32	32
193	616	2048	704	32	32
194	616	2080	704	32	32
195	616	2112	704	32	32
196	616	2144	704	32	32
197	616	2176	704	32	32
198	616	2208	704	32	32
199	616	2240	704	32	32
200	616	2272	704	32	32
201	616	2304	704	32	32
202	616	2336	704	32	32
203	616	2400	704	32	32
204	616	2432	704	32	32
205	616	2464	704	32	32
206	616	2496	704	32	32
207	616	2528	704	32	32
208	616	2560	704	32	32
209	616	2592	704	32	32
210	616	2624	704	32	32
211	616	2368	704	32	32
212	616	2656	704	32	32
213	616	2688	704	32	32
214	616	2720	704	32	32
215	616	2752	704	32	32
216	616	2784	704	32	32
217	620	1584	576	16	32
218	600	1728	640	16	32
219	204	2112	608	32	32
220	204	2496	640	32	32
221	606	2624	512	16	32
222	617	2688	672	32	32
223	617	2720	640	32	32
224	617	2752	608	32	32
225	617	2784	576	32	32
226	600	2768	640	16	32
227	600	2880	640	16	32
228	204	2976	640	32	32
229	209	2864	512	36	64
230	612	2784	544	32	32
231	612	2752	512	32	32
232	612	2720	480	32	32
233	612	2720	416	32	32
234	612	2688	384	32	32
235	612	2656	352	32	32
236	613	2624	320	32	32
237	616	2560	320	32	32
238	616	2592	320	32	32
239	616	2656	320	32	32
240	616	2688	320	32	32
241	616	2720	320	32	32
242	616	2752	320	32	32
243	616	2784	320	32	32
244	616	2816	320	32	32
245	616	2848	320	32	32
246	616	2880	320	32	32
247	616	2912	320	32	32
248	616	2944	320	32	32
249	616	2976	320	32	32
250	616	3008	320	32	32
251	616	3040	320	32	32
252	616	3072	320	32	32
253	616	3104	320	32	32
254	616	3136	320	32	32
255	616	3168	320	32	32
256	616	3200	320	32	32
257	616	3232	320	32	32
258	616	3264	320	32	32
259	616	3296	320	32	32
260	600	2768	256	16	32
261	610	2864	192	16	32
262	620	3120	192	16	32
263	211	3072	160	34	32
264	207	3280	256	32	64
265	616	3392	320	32	32
266	616	3424	320	32	32
267	616	3456	320	32	32
268	616	3488	320	32	32
269	616	3520	320	32	32
270	616	3552	320	32	32
271	616	3648	320	32	32
272	616	3680	320	32	32
273	616	3712	320	32	32
274	616	3744	320	32	32
275	616	3776	320	32	32
276	616	3808	320	32	32
277	616	3840	320	32	32
278	616	3872	320	32	32
279	616	3904	288	32	32
280	616	3936	288	32	32
281	616	3968	256	32	32
282	616	4000	256	32	32
283	616	4032	256	32	32
284	616	4064	256	32	32
285	616	4096	256	32	32
286	616	4128	256	32	32
287	616	4160	256	32	32
288	211	3520	288	34	32
289	211	3648	288	34	32
290	207	3792	256	32	64
291	600	3888	192	16	32
292	600	4016	192	16	32
293	600	4160	192	16	32
294	616	4032	128	32	32
295	616	4096	128	32	32
296	616	4128	128	32	32
297	659	4060	159	44	96
298	616	4192	256	32	32
299	616	4224	256	32	32
300	616	4288	256	32	32
301	616	4320	256	32	32
302	616	4352	256	32	32
303	616	4384	256	32	32
304	616	4416	256	32	32
305	616	4256	256	32	32
306	616	4448	256	32	32
307	616	4480	256	32	32
308	616	4512	256	32	32
309	616	4544	256	32	32
310	616	4576	256	32	32
311	616	4608	256	32	32
312	616	4640	256	32	32
313	616	4672	256	32	32
314	616	4704	256	32	32
315	616	4736	256	32	32
316	616	4768	256	32	32
317	616	4800	256	32	32
318	616	4832	256	32	32
319	616	4864	256	32	32
320	616	4896	256	32	32
321	616	4928	256	32	32
322	211	4608	128	34	32
323	211	4798	128	34	32
324	207	4912	192	32	64
325	211	5056	128	34	32
326	211	5182	128	34	32
327	207	5424	192	32	64
328	616	4960	256	32	32
329	616	4992	256	32	32
330	616	5024	256	32	32
331	616	5056	256	32	32
332	616	5088	256	32	32
333	616	5120	256	32	32
334	616	5152	256	32	32
335	616	5184	256	32	32
336	616	5216	256	32	32
337	616	5248	256	32	32
338	616	5280	256	32	32
339	616	5312	256	32	32
340	616	5344	256	32	32
341	616	5376	256	32	32
342	616	5408	256	32	32
343	616	5472	256	32	32
344	616	5504	256	32	32
345	616	5536	256	32	32
346	616	5568	256	32	32
347	616	5600	256	32	32
348	616	5696	256	32	32
349	616	5728	256	32	32
350	616	5824	256	32	32
351	616	5856	256	32	32
352	211	5566	128	34	32
353	209	5708	192	36	64
354	209	5840	192	36	64
355	616	5952	256	32	32
356	616	5984	256	32	32
357	616	6016	256	32	32
358	616	6048	256	32	32
359	616	6112	256	32	32
360	616	6144	256	32	32
361	616	6176	256	32	32
362	616	6208	256	32	32
363	616	6080	256	32	32
364	616	6240	256	32	32
365	616	6272	256	32	32
366	616	6304	256	32	32
367	616	6336	256	32	32
368	616	6368	256	32	32
369	616	6400	256	32	32
370	616	6432	256	32	32
371	616	6464	256	32	32
372	616	6496	256	32	32
373	616	6528	256	32	32
374	616	6560	256	32	32
375	616	6592	256	32	32
376	616	6624	256	32	32
377	616	6656	288	32	32
378	616	6688	288	32	32
379	616	6720	320	32	32
380	626	6752	352	32	32
381	616	6400	384	32	32
382	616	6656	416	32	32
383	616	6688	416	32	32
384	616	6720	416	32	32
385	616	6752	416	32	32
386	616	6784	416	32	32
387	616	6816	416	32	32
388	616	6848	416	32	32
389	616	6880	416	32	32
390	616	6912	416	32	32
391	616	6944	416	32	32
392	616	6976	416	32	32
393	616	7008	416	32	32
394	616	7040	416	32	32
395	616	7072	416	32	32
396	616	7104	416	32	32
397	616	7136	416	32	32
398	600	6576	192	16	32
399	204	6272	160	32	32
400	207	6432	192	32	64
401	622	6704	192	16	32
402	600	6832	288	16	32
403	600	6960	288	16	32
404	600	7088	288	16	32
405	403	6688	336	33	80
406	403	7072	335	33	80
407	616	2816	576	32	32
408	616	2848	576	32	32
409	616	2880	576	32	32
410	616	2912	576	32	32
411	616	2816	704	32	32
412	616	2848	704	32	32
413	616	2880	704	32	32
414	616	2912	704	32	32
415	616	2944	704	32	32
416	616	2976	704	32	32
417	616	3008	672	32	32
418	616	3008	640	32	32
419	616	3008	608	32	32
420	616	3008	576	32	32
421	616	3008	544	32	32
422	616	3008	512	32	32
